"treatment_type","r_fl_fe","pval_fl_fe","r_fl_re","pval_fl_re","I2_lower","I2_upper"
"PD-(L)1",0.932414028438025,2.4768642757778e-43,0.930271514170958,1.02154254615287e-42,92,4
